,zip,Total Population,Unemployment Rate,Per Capita Income,Percent Insured,hospital facilities,doctors,nml_emp,nml_inc,nml_ins,color_key_inc,color_key_emp,color_key_ins
734,22738,1038,18,24911.0,84.0,,,0.8200000000000001,0.08355778874245712,0.84,#481f70,#86d549,#95d840
735,22740,1076,5,26904.0,84.0,,,0.95,0.0902428143521764,0.84,#482173,#dfe318,#95d840
736,22741,128,0,14716.0,75.0,,,1.0,0.04936118257532813,0.75,#471365,#fde725,#5ec962
737,22742,1472,7,40238.0,89.9,,,0.9299999999999999,0.13496841971093052,0.899,#472f7d,#d2e21b,#bddf26
738,22743,161,0,92262.0,100.0,,,1.0,0.3094700616176219,1.0,#33628d,#fde725,#fde725
739,22747,890,0,51662.0,91.7,,,1.0,0.1732874024331749,0.917,#443b84,#fde725,#c8e020
740,22749,259,0,36548.0,66.2,,,1.0,0.12259122728751648,0.662,#472c7a,#fde725,#34b679
741,22801,33493,5,23639.0,85.7,,,0.95,0.07929117932170301,0.857,#481d6f,#dfe318,#a0da39
742,22802,23755,4,25577.0,82.3,,,0.96,0.08579172103351233,0.823,#481f70,#e5e419,#89d548
743,22807,3227,16,2424.0,94.5,,,0.84,0.008130708518795556,0.945,#450457,#95d840,#dae319
744,22810,630,4,39491.0,95.0,,,0.96,0.13246279295204424,0.95,#472e7c,#e5e419,#dfe318
745,22811,536,6,26697.0,89.2,,,0.94,0.08954848404549709,0.892,#482071,#d8e219,#b8de29
746,22812,7494,2,31086.0,91.2,,,0.98,0.1042702990987123,0.912,#482576,#f1e51d,#c5e021
747,22815,7197,6,26292.0,92.0,,,0.94,0.08819001170634189,0.92,#482071,#d8e219,#cae11f
748,22820,218,19,20403.0,97.6,,,0.81,0.06843681761921852,0.976,#481a6c,#81d34d,#efe51c
749,22821,4451,2,29351.0,74.8,,,0.98,0.09845067068282522,0.748,#482475,#f1e51d,#5cc863
750,22824,5277,4,24787.0,91.7,,,0.96,0.08314186140898738,0.917,#481f70,#e5e419,#c8e020
751,22827,8431,5,25800.0,88.9,,,0.95,0.08653971938322001,0.889,#482071,#dfe318,#b5de2b
752,22830,1388,3,20718.0,83.8,,,0.97,0.06949340721633923,0.838,#481a6c,#ece51b,#93d741
753,22831,846,3,27342.0,93.6,,,0.97,0.09171197703007758,0.9359999999999999,#482173,#ece51b,#d5e21a
754,22832,838,9,36302.0,94.8,,,0.91,0.12176608112595554,0.948,#472c7a,#c2df23,#dde318
755,22834,870,5,34483.0,96.5,,,0.95,0.1156646954841696,0.965,#482979,#dfe318,#eae51a
756,22835,9530,7,24305.0,89.5,,,0.9299999999999999,0.08152511161275823,0.895,#481d6f,#d2e21b,#bade28
757,22840,3518,3,31797.0,95.1,,,0.97,0.10665517276078476,0.951,#482677,#ece51b,#dfe318
758,22841,2272,1,33916.0,79.4,,,0.99,0.11376283420935233,0.794,#482979,#f8e621,#77d153
759,22842,4317,7,24835.0,84.5,,,0.9299999999999999,0.08330286553807245,0.845,#481f70,#d2e21b,#98d83e
760,22843,2012,3,33559.0,90.7,,,0.97,0.11256536599928219,0.907,#482878,#ece51b,#c2df23
761,22844,4142,4,29054.0,90.3,,,0.96,0.09745445763411141,0.903,#482374,#e5e419,#c0df25
762,22845,9,0,,100.0,,,1.0,,1.0,#440154,#fde725,#fde725
763,22846,1891,4,31205.0,81.7,,,0.96,0.10466945516873569,0.8170000000000001,#482576,#e5e419,#86d549
764,22847,741,3,27180.0,98.5,,,0.97,0.0911685880944155,0.985,#482173,#ece51b,#f6e620
765,22849,3835,8,26365.0,89.1,,,0.92,0.08843487215265874,0.8909999999999999,#482071,#cae11f,#b8de29
766,22850,905,10,27838.0,84.4,,,0.9,0.09337568636395654,0.8440000000000001,#482173,#bddf26,#98d83e
767,22851,5176,8,21539.0,82.2,,,0.92,0.07224724867423163,0.8220000000000001,#481b6d,#cae11f,#89d548
768,22853,3279,5,22990.0,91.6,,,0.95,0.07711426932636543,0.9159999999999999,#481c6e,#dfe318,#c8e020
769,22901,27831,1,43181.0,92.4,,,0.99,0.14483998537545828,0.924,#46337f,#f8e621,#cde11d
770,22902,19696,2,36512.0,87.8,,,0.98,0.12247047419070269,0.878,#472c7a,#f1e51d,#addc30
771,22903,34449,4,34081.0,93.5,,,0.96,0.11431628590308222,0.935,#482979,#e5e419,#d5e21a
772,22904,5268,5,2818.0,97.2,,,0.95,0.00945228407836876,0.972,#450457,#dfe318,#ece51b
773,22911,13783,3,42371.0,92.5,,,0.97,0.14212304069714787,0.925,#46327e,#ece51b,#cde11d
774,22920,3144,2,35613.0,92.9,,,0.98,0.11945500102304707,0.929,#472a7a,#f1e51d,#d0e11c
775,22922,1632,0,23220.0,89.2,,,1.0,0.07788574744489801,0.892,#481c6e,#fde725,#b8de29
776,22923,3897,5,33088.0,92.3,,,0.95,0.11098551298263504,0.9229999999999999,#482878,#dfe318,#cde11d
777,22931,233,0,39923.0,87.5,,,1.0,0.1339118301138098,0.875,#472f7d,#fde725,#addc30
778,22932,6041,5,38418.0,95.8,,,0.95,0.1288636798164553,0.958,#472d7b,#dfe318,#e5e419
779,22935,786,0,33226.0,98.7,,,1.0,0.11144839985375458,0.987,#482878,#fde725,#f6e620
780,22936,4027,2,52005.0,95.3,,,0.98,0.17443791110559523,0.953,#443b84,#f1e51d,#dfe318
781,22937,1679,6,21629.0,84.9,,,0.94,0.07254913141626611,0.8490000000000001,#481b6d,#d8e219,#9bd93c
782,22938,1275,6,33852.0,83.3,,,0.94,0.11354816203723891,0.833,#482979,#d8e219,#90d743
783,22939,5009,3,32339.0,93.6,,,0.97,0.10847317771837024,0.9359999999999999,#482677,#ece51b,#d5e21a
784,22940,1150,1,25468.0,79.9,,,0.99,0.08542610749038168,0.799,#481f70,#f8e621,#7ad151
785,22942,6823,9,28318.0,89.9,,,0.91,0.09498572765480714,0.899,#482374,#c2df23,#bddf26
786,22943,245,13,33284.0,85.7,,,0.87,0.11164294650973236,0.857,#482878,#a8db34,#a0da39
787,22946,184,0,42159.0,98.0,,,1.0,0.14141193912702218,0.98,#46327e,#fde725,#f1e51d
788,22947,3522,7,50722.0,85.2,,,0.9299999999999999,0.17013440490525913,0.852,#443a83,#d2e21b,#9dd93b
789,22948,180,0,26248.0,100.0,,,1.0,0.08804242458801391,1.0,#482071,#fde725,#fde725
790,22949,1227,11,47111.0,90.8,,,0.89,0.1580221984442976,0.9079999999999999,#453781,#b5de2b,#c2df23
791,22952,1835,6,28543.0,88.8,,,0.94,0.09574043450989336,0.888,#482374,#d8e219,#b5de2b
792,22958,2067,0,61673.0,90.9,,,1.0,0.20686682610547782,0.909,#404588,#fde725,#c2df23
793,22959,1326,0,36996.0,96.0,,,1.0,0.12409393249231038,0.96,#472c7a,#fde725,#e5e419
794,22960,8172,6,28253.0,82.6,,,0.94,0.09476770123000446,0.826,#482374,#d8e219,#8bd646
795,22963,12392,4,34727.0,95.4,,,0.96,0.116483133140352,0.9540000000000001,#482979,#e5e419,#e2e418
796,22964,145,4,19540.0,96.1,,,0.96,0.06554209754837671,0.961,#48186a,#e5e419,#e7e419
797,22967,1413,5,28741.0,88.1,,,0.95,0.09640457654236924,0.8809999999999999,#482374,#dfe318,#b0dd2f
798,22968,7966,5,31788.0,89.9,,,0.95,0.10662498448658131,0.899,#482677,#dfe318,#bddf26
799,22969,854,5,25103.0,87.4,,,0.95,0.08420180525879736,0.8740000000000001,#481f70,#dfe318,#aadc32
800,22971,1142,0,23289.0,83.7,,,1.0,0.07811719088045779,0.8370000000000001,#481c6e,#fde725,#93d741
801,22972,392,5,55319.0,81.1,,,0.95,0.18555390451784295,0.8109999999999999,#423f85,#dfe318,#81d34d
802,22973,5106,9,26721.0,74.6,,,0.91,0.08962898611003961,0.746,#482071,#c2df23,#5ac864
803,22974,4877,6,28305.0,93.2,,,0.94,0.09494212236984662,0.932,#482374,#d8e219,#d2e21b
804,22976,602,3,15848.0,69.4,,,0.97,0.05315819661958414,0.6940000000000001,#481467,#ece51b,#40bd72
805,22980,25028,4,25682.0,86.8,,,0.96,0.08614391756588591,0.868,#482071,#e5e419,#a8db34
806,22989,16,0,,100.0,,,1.0,,1.0,#440154,#fde725,#fde725
807,23002,7733,2,27235.0,89.0,,,0.98,0.09135307199232547,0.89,#482173,#f1e51d,#b5de2b
808,23004,736,6,21658.0,71.4,,,0.94,0.072646404744255,0.7140000000000001,#481b6d,#d8e219,#4ac16d
809,23005,13386,3,33766.0,91.5,,,0.97,0.11325969630596151,0.915,#482878,#ece51b,#c8e020
810,23009,5067,3,35320.0,96.9,,,0.97,0.11847220498509034,0.9690000000000001,#472a7a,#ece51b,#ece51b
811,23011,1576,10,28761.0,99.6,,,0.9,0.09647166159615468,0.996,#482374,#bddf26,#fbe723
812,23015,3215,3,31588.0,89.2,,,0.97,0.1059541339487269,0.892,#482677,#ece51b,#b8de29
813,23021,134,0,30542.0,80.1,,,1.0,0.10244558563574828,0.8009999999999999,#482576,#fde725,#7cd250
814,23022,1197,3,21114.0,72.3,,,0.97,0.07082169128129098,0.723,#481b6d,#ece51b,#50c46a
815,23023,407,0,23357.0,81.9,,,1.0,0.07834528006332829,0.8190000000000001,#481d6f,#fde725,#86d549
816,23024,7160,5,33435.0,86.5,,,0.95,0.11214943866581245,0.865,#482878,#dfe318,#a5db36
817,23025,276,0,32838.0,100.0,,,1.0,0.11014694981031702,1.0,#482878,#fde725,#fde725
818,23027,790,14,25206.0,76.6,,,0.86,0.08454729328579239,0.7659999999999999,#481f70,#a2da37,#67cc5c
819,23030,4206,6,35042.0,88.7,,,0.94,0.11753972273747271,0.887,#472a7a,#d8e219,#b5de2b
820,23032,283,23,27028.0,92.5,,,0.77,0.09065874168564615,0.925,#482173,#69cd5b,#cde11d
821,23035,882,5,27990.0,87.2,,,0.95,0.0938855327727259,0.872,#482374,#dfe318,#aadc32
822,23038,1206,8,28274.0,94.6,,,0.92,0.09483814053647918,0.946,#482374,#cae11f,#dde318
823,23039,896,3,40117.0,97.7,,,0.97,0.1345625551355286,0.977,#472f7d,#ece51b,#f1e51d
824,23040,3763,1,22001.0,88.4,,,0.99,0.07379691341667532,0.884,#481b6d,#f8e621,#b2dd2d
825,23043,1512,7,29430.0,87.4,,,0.9299999999999999,0.09871565664527772,0.8740000000000001,#482475,#d2e21b,#aadc32
826,23045,60,0,27828.0,100.0,,,1.0,0.09334214383706382,1.0,#482173,#fde725,#fde725
827,23047,1778,6,36265.0,92.9,,,0.94,0.12164197377645247,0.929,#472c7a,#d8e219,#d0e11c
828,23050,974,0,30884.0,97.9,,,1.0,0.10359274005547935,0.9790000000000001,#482576,#fde725,#f1e51d
829,23055,707,19,32372.0,86.5,,,0.81,0.10858386805711621,0.865,#482677,#81d34d,#a5db36
830,23056,321,0,39940.0,89.3,,,1.0,0.1339688524095274,0.893,#472f7d,#fde725,#b8de29
831,23059,25836,3,50979.0,96.0,,,0.97,0.17099644784640206,0.96,#443a83,#ece51b,#e5e419
832,23060,29596,3,39302.0,92.8,,,0.97,0.13182883919377184,0.9279999999999999,#472e7c,#ece51b,#d0e11c
833,23061,17521,3,32902.0,90.4,,,0.97,0.11036162198243042,0.904,#482878,#ece51b,#c0df25
834,23062,1968,0,32307.0,95.9,,,1.0,0.10836584163231353,0.9590000000000001,#482677,#fde725,#e5e419
835,23063,3789,4,31216.0,95.3,,,0.96,0.10470635194831768,0.953,#482576,#e5e419,#dfe318
836,23064,276,0,33422.0,100.0,,,1.0,0.11210583338085191,1.0,#482878,#fde725,#fde725
837,23065,1522,1,30691.0,92.7,,,0.99,0.10294536928644983,0.927,#482576,#f8e621,#d0e11c
838,23066,138,0,35520.0,100.0,,,1.0,0.11914305552294477,1.0,#472a7a,#fde725,#fde725
839,23068,196,0,77449.0,100.0,,,1.0,0.2597835165314344,1.0,#3a548c,#fde725,#fde725
840,23069,2666,5,31017.0,93.6,,,0.95,0.10403885566315253,0.9359999999999999,#482576,#dfe318,#d5e21a
841,23070,322,0,44663.0,100.0,,,1.0,0.1498109878609595,1.0,#463480,#fde725,#fde725
842,23071,1342,1,48182.0,93.7,,,0.99,0.161614603074508,0.937,#453882,#f8e621,#d5e21a
843,23072,9773,3,31135.0,90.7,,,0.97,0.10443465748048664,0.907,#482576,#ece51b,#c2df23
844,23075,7427,9,21638.0,86.3,,,0.91,0.07257931969046956,0.863,#481b6d,#c2df23,#a2da37
845,23076,691,0,34485.0,93.3,,,1.0,0.11567140398954814,0.9329999999999999,#482979,#fde725,#d2e21b
846,23079,397,2,32085.0,92.0,,,0.98,0.10762119753529513,0.92,#482677,#f1e51d,#cae11f
847,23083,1835,6,21442.0,81.8,,,0.94,0.07192188616337224,0.818,#481b6d,#d8e219,#86d549
848,23084,1446,3,28453.0,90.2,,,0.97,0.09543855176785888,0.902,#482374,#ece51b,#bddf26
849,23085,556,0,24698.0,98.7,,,1.0,0.08284333291964217,0.987,#481f70,#fde725,#f6e620
850,23086,2671,2,28639.0,88.3,,,0.98,0.09606244276806349,0.883,#482374,#f1e51d,#b2dd2d
851,23089,4041,13,31638.0,89.6,,,0.87,0.1061218465831905,0.8959999999999999,#482677,#a8db34,#bade28
852,23091,118,0,30440.0,100.0,,,1.0,0.10210345186144253,1.0,#482576,#fde725,#fde725
853,23092,715,25,21909.0,80.8,,,0.75,0.0734883221692623,0.8079999999999999,#481b6d,#5ec962,#7fd34e
854,23093,11195,6,28413.0,87.4,,,0.94,0.095304381660288,0.8740000000000001,#482374,#d8e219,#aadc32
855,23102,2762,5,35422.0,93.9,,,0.95,0.11881433875939611,0.9390000000000001,#472a7a,#dfe318,#d8e219
856,23103,4466,2,69245.0,92.6,,,0.98,0.2322652274686461,0.9259999999999999,#3d4d8a,#f1e51d,#d0e11c
857,23106,705,3,17105.0,90.6,,,0.97,0.05737449224999916,0.9059999999999999,#481668,#ece51b,#c0df25
858,23108,247,0,34192.0,87.0,,,1.0,0.11468860795159143,0.87,#482979,#fde725,#a8db34
859,23109,2016,2,32692.0,88.2,,,0.98,0.10965722891768329,0.882,#482878,#f1e51d,#b0dd2f
860,23110,582,11,25796.0,81.4,,,0.89,0.08652630237246292,0.8140000000000001,#482071,#b5de2b,#84d44b
861,23111,30009,3,35027.0,94.3,,,0.97,0.11748940894713363,0.943,#472a7a,#ece51b,#dae319
862,23112,40536,3,38198.0,95.3,,,0.97,0.12812574422481543,0.953,#472d7b,#ece51b,#dfe318
863,23113,19758,4,57212.0,97.2,,,0.96,0.19190350485863503,0.972,#424186,#e5e419,#ece51b
864,23114,14218,3,42815.0,96.8,,,0.97,0.1436123288911847,0.968,#46327e,#ece51b,#eae51a
865,23115,125,0,21812.0,100.0,,,1.0,0.0731629596584029,1.0,#481b6d,#fde725,#fde725
866,23116,22620,3,40766.0,96.3,,,0.97,0.13673946513086616,0.963,#46307e,#ece51b,#e7e419
867,23117,7516,7,37205.0,88.9,,,0.9299999999999999,0.12479497130436824,0.889,#472c7a,#d2e21b,#b5de2b
868,23119,443,0,56996.0,100.0,,,1.0,0.19117898627775226,1.0,#424086,#fde725,#fde725
869,23120,6271,2,48088.0,97.1,,,0.98,0.16129930332171644,0.971,#453882,#f1e51d,#ece51b
870,23123,1669,13,25334.0,84.3,,,0.87,0.08497663763001922,0.843,#481f70,#a8db34,#95d840
871,23124,3386,0,33197.0,96.3,,,1.0,0.11135112652576569,0.963,#482878,#fde725,#e7e419
872,23125,188,0,39667.0,88.5,,,1.0,0.13305314142535613,0.885,#472f7d,#fde725,#b2dd2d
873,23126,143,0,21020.0,100.0,,,1.0,0.07050639152849941,1.0,#481b6d,#fde725,#fde725
874,23128,774,1,42787.0,94.0,,,0.99,0.14351840981588507,0.94,#46327e,#f8e621,#d8e219
875,23129,392,2,52233.0,100.0,,,0.98,0.17520268071874925,1.0,#443b84,#f1e51d,#fde725
876,23130,149,0,25752.0,100.0,,,1.0,0.08637871525413496,1.0,#482071,#fde725,#fde725
877,23138,380,0,21713.0,68.7,,,1.0,0.07283088864216497,0.687,#481b6d,#fde725,#3dbc74
878,23139,20127,4,35125.0,92.1,,,0.96,0.11781812571068229,0.9209999999999999,#472a7a,#e5e419,#cae11f
879,23140,5233,2,35282.0,92.8,,,0.98,0.11834474338289801,0.9279999999999999,#472a7a,#f1e51d,#d0e11c
880,23141,5170,4,42970.0,94.4,,,0.96,0.14413223805802186,0.9440000000000001,#46327e,#e5e419,#dae319
881,23146,2435,3,43096.0,98.7,,,0.97,0.14455487389687013,0.987,#46337f,#ece51b,#f6e620
882,23148,1640,7,23919.0,83.1,,,0.9299999999999999,0.0802303700746992,0.831,#481d6f,#d2e21b,#8ed645
883,23149,2697,2,24091.0,83.1,,,0.98,0.080807301537254,0.831,#481d6f,#f1e51d,#8ed645
884,23150,9421,4,29308.0,93.5,,,0.96,0.09830643781718652,0.935,#482475,#e5e419,#d5e21a
885,23153,1011,0,38712.0,98.8,,,1.0,0.1298498301071013,0.988,#472e7c,#fde725,#f6e620
886,23156,1299,0,22299.0,93.3,,,1.0,0.07479648071807841,0.9329999999999999,#481c6e,#fde725,#d2e21b
887,23160,2631,0,3262.0,81.3,,,1.0,0.010941572272405569,0.813,#450457,#fde725,#84d44b
888,23161,143,0,40551.0,100.0,,,1.0,0.13601830080267266,1.0,#472f7d,#fde725,#fde725
889,23163,137,0,48762.0,100.0,,,1.0,0.16356006963428582,1.0,#453882,#fde725,#fde725
890,23168,5277,6,32444.0,95.5,,,0.94,0.1088253742507438,0.955,#482677,#d8e219,#e2e418
891,23169,1031,3,17968.0,93.4,,,0.97,0.06026921232084098,0.934,#481769,#ece51b,#d5e21a
892,23173,2209,16,3098.0,94.3,,,0.84,0.010391474831364947,0.943,#450457,#95d840,#dae319
893,23175,1497,5,30822.0,90.2,,,0.95,0.10338477638874446,0.902,#482576,#dfe318,#bddf26
894,23176,424,0,28334.0,97.3,,,1.0,0.0950393956978355,0.973,#482374,#fde725,#efe51c
895,23177,382,6,48094.0,96.9,,,0.94,0.16131942883785208,0.9690000000000001,#453882,#d8e219,#ece51b
896,23180,405,0,38160.0,77.0,,,1.0,0.12799828262262308,0.77,#472d7b,#fde725,#69cd5b
897,23181,4489,4,31466.0,91.2,,,0.96,0.1055449151206357,0.912,#482677,#e5e419,#c5e021
898,23185,41509,5,40583.0,92.2,,,0.95,0.13612563688872936,0.922,#472f7d,#dfe318,#cde11d
899,23187,244,18,3439.0,100.0,,,0.8200000000000001,0.01153527499840673,1.0,#450457,#86d549,#fde725
900,23188,34827,4,38984.0,93.1,,,0.96,0.1307621868385833,0.9309999999999999,#472e7c,#e5e419,#d2e21b
901,23192,5532,3,47238.0,96.1,,,0.97,0.15844818853583517,0.961,#453781,#ece51b,#e7e419
902,23219,3936,9,30822.0,87.7,,,0.91,0.10338477638874446,0.877,#482576,#c2df23,#addc30
903,23220,32005,10,29860.0,89.1,,,0.9,0.10015798530166471,0.8909999999999999,#482475,#bddf26,#b8de29
904,23221,13507,3,55356.0,92.7,,,0.97,0.185678011867346,0.927,#423f85,#ece51b,#d0e11c
905,23222,20406,10,21097.0,84.9,,,0.9,0.07076466898557336,0.8490000000000001,#481b6d,#bddf26,#9bd93c
906,23223,41620,7,24850.0,87.5,,,0.9299999999999999,0.08335317932841152,0.875,#481f70,#d2e21b,#addc30
907,23224,29940,13,17522.0,76.6,,,0.87,0.05877321562142562,0.7659999999999999,#481769,#a8db34,#67cc5c
908,23225,34710,7,28638.0,84.9,,,0.9299999999999999,0.09605908851537422,0.8490000000000001,#482374,#d2e21b,#9bd93c
909,23226,13122,3,61410.0,93.1,,,0.97,0.20598465764819926,0.9309999999999999,#404588,#ece51b,#d2e21b
910,23227,21393,8,35237.0,87.6,,,0.92,0.11819380201188076,0.8759999999999999,#472a7a,#cae11f,#addc30
911,23228,29408,6,26851.0,85.0,,,0.94,0.09006503895964499,0.85,#482173,#d8e219,#9bd93c
912,23229,27573,6,44353.0,91.3,,,0.94,0.14877116952728517,0.9129999999999999,#463480,#d8e219,#c5e021
913,23230,5603,5,35054.0,91.3,,,0.95,0.11757997376974397,0.9129999999999999,#472a7a,#dfe318,#c5e021
914,23231,29970,7,27560.0,92.0,,,0.9299999999999999,0.0924432041163389,0.92,#482173,#d2e21b,#cae11f
915,23233,24101,2,50678.0,95.9,,,0.98,0.16998681778693117,0.9590000000000001,#443a83,#f1e51d,#e5e419
916,23234,34560,10,23345.0,82.4,,,0.9,0.07830502903105703,0.8240000000000001,#481d6f,#bddf26,#89d548
917,23235,26513,5,37789.0,91.0,,,0.95,0.12675385487490315,0.91,#472d7b,#dfe318,#c2df23
918,23236,21462,6,35689.0,91.8,,,0.94,0.11970992422743175,0.9179999999999999,#472a7a,#d8e219,#cae11f
919,23237,17471,6,25154.0,86.5,,,0.94,0.08437287214595024,0.865,#481f70,#d8e219,#a5db36
920,23238,21516,4,46132.0,94.7,,,0.96,0.15473838506150023,0.9470000000000001,#453581,#e5e419,#dde318
921,23250,0,0,0.0,0.0,,,1.0,0.0,0.0,#440154,#fde725,#440154
922,23294,14095,6,28965.0,88.9,,,0.94,0.09715592914476619,0.889,#482374,#d8e219,#b5de2b
923,23301,1089,2,20369.0,74.0,,,0.98,0.06832277302778328,0.74,#481a6c,#f1e51d,#58c765
924,23302,169,0,14091.0,73.1,,,1.0,0.04726477464453307,0.731,#471365,#fde725,#54c568
925,23303,938,0,29835.0,97.9,,,1.0,0.10007412898443291,0.9790000000000001,#482475,#fde725,#f1e51d
926,23304,38,0,,100.0,,,1.0,,1.0,#440154,#fde725,#fde725
927,23306,805,0,31286.0,85.9,,,1.0,0.10494114963656673,0.8590000000000001,#482576,#fde725,#a0da39
928,23307,352,0,17194.0,59.9,,,1.0,0.057673020739344376,0.599,#481668,#fde725,#22a884
929,23308,1609,4,22495.0,74.1,,,0.96,0.07545391424517575,0.741,#481c6e,#e5e419,#58c765
930,23310,3769,6,25304.0,87.2,,,0.94,0.08487601004934106,0.872,#481f70,#d8e219,#aadc32
931,23313,57,0,27216.0,63.9,,,1.0,0.0912893411912293,0.639,#482173,#fde725,#2cb17e
932,23314,6561,5,35697.0,94.3,,,0.95,0.11973675824894593,0.943,#472a7a,#dfe318,#dae319
933,23315,1107,5,29173.0,89.8,,,0.95,0.09785361370413478,0.898,#482475,#dfe318,#bade28
934,23316,299,27,13387.0,85.5,,,0.73,0.04490338075128552,0.855,#471164,#52c569,#9dd93b
935,23320,44403,6,35551.0,92.0,,,0.94,0.1192470373563122,0.92,#472a7a,#d8e219,#cae11f
936,23321,27267,7,31370.0,93.9,,,0.9299999999999999,0.10522290686246558,0.9390000000000001,#482576,#d2e21b,#d8e219
937,23322,51361,3,36579.0,95.0,,,0.97,0.12269520912088391,0.95,#472c7a,#ece51b,#dfe318
938,23323,30365,6,30145.0,90.3,,,0.94,0.10111394731810726,0.903,#482475,#d8e219,#c0df25
939,23324,17583,8,20112.0,84.5,,,0.92,0.06746073008664034,0.845,#481a6c,#cae11f,#98d83e
940,23325,13948,4,27313.0,90.7,,,0.96,0.0916147037020887,0.907,#482173,#e5e419,#c2df23
941,23336,2527,6,32114.0,86.6,,,0.94,0.10771847086328401,0.866,#482677,#d8e219,#a5db36
942,23337,392,0,15773.0,92.6,,,1.0,0.052906627667888735,0.9259999999999999,#481467,#fde725,#d0e11c
943,23347,471,1,22052.0,73.5,,,0.99,0.07396798030382822,0.735,#481b6d,#f8e621,#56c667
944,23350,2793,2,21529.0,89.4,,,0.98,0.07221370614733891,0.894,#481b6d,#f1e51d,#b8de29
945,23354,224,0,43455.0,75.7,,,1.0,0.14575905061231884,0.757,#46337f,#fde725,#60ca60
946,23356,1187,0,39641.0,89.6,,,1.0,0.13296593085543507,0.8959999999999999,#472f7d,#fde725,#bade28
947,23357,639,0,21272.0,77.7,,,1.0,0.07135166320619597,0.777,#481b6d,#fde725,#6ccd5a
948,23358,61,0,26952.0,100.0,,,1.0,0.09040381848126147,1.0,#482173,#fde725,#fde725
949,23359,606,7,19368.0,82.6,,,0.9299999999999999,0.06496516608582191,0.826,#48186a,#d2e21b,#8bd646
950,23389,302,12,28155.0,96.3,,,0.88,0.0944389844664558,0.963,#482374,#b0dd2f,#e7e419
951,23395,304,13,11652.0,95.3,,,0.87,0.03908375233539844,0.953,#471063,#a8db34,#dfe318
952,23398,66,0,90700.0,100.0,,,1.0,0.3042307189169789,1.0,#34608d,#fde725,#fde725
953,23401,230,40,9553.0,92.4,,,0.6,0.03204317594061631,0.924,#470d60,#22a884,#cde11d
954,23405,729,1,35489.0,95.0,,,0.99,0.11903907368957733,0.95,#472a7a,#f8e621,#dfe318
955,23407,627,10,25024.0,78.9,,,0.9,0.08393681929634488,0.789,#481f70,#bddf26,#73d056
956,23408,28,0,,100.0,,,1.0,,1.0,#440154,#fde725,#fde725
957,23409,104,15,23112.0,64.4,,,0.85,0.07752348815445663,0.644,#481c6e,#9bd93c,#2db27d
958,23410,1447,0,24692.0,85.1,,,1.0,0.08282320740350653,0.851,#481f70,#fde725,#9bd93c
959,23413,946,3,26004.0,88.6,,,0.97,0.08722398693183152,0.8859999999999999,#482071,#ece51b,#b2dd2d
960,23414,66,0,23070.0,69.7,,,1.0,0.0773826095415072,0.6970000000000001,#481c6e,#fde725,#42be71
961,23415,1380,1,18867.0,91.6,,,0.99,0.06328468548849658,0.9159999999999999,#48186a,#f8e621,#c8e020
962,23416,240,12,19600.0,100.0,,,0.88,0.06574335270973304,1.0,#48186a,#b0dd2f,#fde725
963,23417,2716,3,33208.0,90.6,,,0.97,0.11138802330534768,0.9059999999999999,#482878,#ece51b,#c0df25
964,23418,802,1,23087.0,86.9,,,0.99,0.07743963183722483,0.8690000000000001,#481c6e,#f8e621,#a8db34
965,23420,2822,14,19804.0,82.7,,,0.86,0.06642762025834455,0.8270000000000001,#481a6c,#a2da37,#8bd646
966,23421,3308,4,19981.0,70.8,,,0.96,0.0670213229843457,0.708,#481a6c,#e5e419,#48c16e
967,23422,152,7,26803.0,90.8,,,0.9299999999999999,0.08990403483055992,0.9079999999999999,#482173,#d2e21b,#c2df23
968,23423,309,0,31042.0,94.8,,,1.0,0.10412271198038434,0.948,#482576,#fde725,#dde318
969,23426,86,0,22679.0,100.0,,,1.0,0.07607109674000181,1.0,#481c6e,#fde725,#fde725
970,23427,208,10,26639.0,83.3,,,0.9,0.0893539373895193,0.833,#482071,#bddf26,#90d743
971,23430,14370,7,35478.0,94.2,,,0.9299999999999999,0.11900217690999534,0.9420000000000001,#472a7a,#d2e21b,#dae319
972,23432,1227,4,34667.0,97.0,,,0.96,0.11628187797899567,0.97,#482979,#e5e419,#ece51b
973,23433,1029,4,51140.0,95.8,,,0.96,0.17153648252937487,0.958,#443a83,#e5e419,#e5e419
974,23434,38401,8,26303.0,90.7,,,0.92,0.08822690848592388,0.907,#482071,#cae11f,#c2df23
975,23435,22279,3,38661.0,93.4,,,0.97,0.12967876321994842,0.934,#472e7c,#ece51b,#d5e21a
976,23436,729,0,53614.0,99.4,,,1.0,0.17983490368263402,0.9940000000000001,#433e85,#fde725,#fbe723
977,23437,3366,4,27499.0,89.8,,,0.96,0.0922385947022933,0.898,#482173,#e5e419,#bade28
978,23438,1364,8,29130.0,93.8,,,0.92,0.09770938083849609,0.938,#482475,#cae11f,#d8e219
979,23440,388,2,22473.0,69.5,,,0.98,0.07538012068601176,0.695,#481c6e,#f1e51d,#40bd72
980,23441,66,15,14239.0,79.3,,,0.85,0.047761204042545344,0.7929999999999999,#471365,#9bd93c,#77d153
981,23442,749,7,21550.0,80.1,,,0.9299999999999999,0.07228414545381362,0.8009999999999999,#481b6d,#d2e21b,#7cd250
982,23451,35068,5,46647.0,91.1,,,0.95,0.15646582519647534,0.9109999999999999,#453781,#dfe318,#c5e021
